"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Reported1st case,Primer caso
World,1925151,"+1,303",119699.0,81.0,445017.0,1360435,51764.0,247.0,15.4,,,,
USA,587155,+214,23644.0,4.0,36948.0,526563,12772.0,1774.0,71.0,2943955.0,8894.0,Jan 20,20-01-2020
Spain,170099,,17756.0,,64727.0,87616,7371.0,3638.0,380.0,600000.0,12833.0,Jan 30,30-01-2020
Italy,159516,,20465.0,,35435.0,103616,3260.0,2638.0,338.0,1046910.0,17315.0,Jan 29,29-01-2020
France,136779,,14967.0,,27718.0,94094,6821.0,2095.0,229.0,333807.0,5114.0,Jan 23,23-01-2020
Germany,130072,,3194.0,,64300.0,62578,4895.0,1552.0,38.0,1317887.0,15730.0,Jan 26,26-01-2020
UK,88621,,11329.0,,,76948,1559.0,1305.0,167.0,367667.0,5416.0,Jan 30,30-01-2020
Iran,73303,,4585.0,,45983.0,22735,3877.0,873.0,55.0,275427.0,3279.0,Feb 18,18-02-2020
Turkey,61049,,1296.0,,3957.0,55796,1786.0,724.0,15.0,410556.0,4868.0,Mar 09,09-03-2020
Belgium,30589,,3903.0,,6707.0,19979,1234.0,2639.0,337.0,102151.0,8814.0,Feb 03,03-02-2020
Netherlands,26551,,2823.0,,250.0,23478,1358.0,1550.0,165.0,115992.0,6769.0,Feb 26,26-02-2020
Switzerland,25688,,1138.0,,13700.0,10850,386.0,2968.0,131.0,193800.0,22393.0,Feb 24,24-02-2020
Canada,25680,,780.0,,7756.0,17144,557.0,680.0,21.0,437475.0,11591.0,Jan 24,24-01-2020
Brazil,23723,+293,1355.0,27.0,173.0,22195,296.0,112.0,6.0,62985.0,296.0,Feb 24,24-02-2020
Russia,18328,,148.0,,1470.0,16710,8.0,126.0,1.0,1300000.0,8908.0,Jan 30,30-01-2020
Portugal,16934,,535.0,,277.0,16122,188.0,1661.0,52.0,182707.0,17918.0,Mar 01,01-03-2020
Austria,14041,,368.0,,7343.0,6330,239.0,1559.0,41.0,148412.0,16479.0,Feb 24,24-02-2020
Israel,11586,,116.0,,1855.0,9615,181.0,1339.0,13.0,117339.0,13557.0,Feb 20,20-02-2020
Sweden,10948,,919.0,,381.0,9648,859.0,1084.0,91.0,54700.0,5416.0,Jan 30,30-01-2020
Ireland,10647,,365.0,,25.0,10257,194.0,2156.0,74.0,72000.0,14581.0,Feb 28,28-02-2020
S. Korea,10564,+27,222.0,5.0,7534.0,2808,55.0,206.0,4.0,527438.0,10288.0,Jan 19,19-01-2020
India,10453,,358.0,,1181.0,8914,,8.0,0.3,206212.0,149.0,Jan 29,29-01-2020
Peru,9784,,216.0,,2642.0,6926,143.0,297.0,7.0,87116.0,2642.0,Mar 05,05-03-2020
Japan,7645,+27,143.0,,799.0,6703,135.0,60.0,1.0,77381.0,612.0,Jan 14,14-01-2020
Ecuador,7529,,355.0,,597.0,6577,121.0,427.0,20.0,24553.0,1392.0,Feb 28,28-02-2020
Chile,7525,,82.0,,2367.0,5076,387.0,394.0,4.0,85035.0,4448.0,Mar 02,02-03-2020
Poland,6934,,245.0,,487.0,6202,160.0,183.0,6.0,143630.0,3795.0,Mar 03,03-03-2020
Romania,6633,,331.0,,914.0,5388,231.0,345.0,17.0,67204.0,3493.0,Feb 25,25-02-2020
Norway,6605,+2,134.0,,32.0,6439,59.0,1218.0,25.0,127305.0,23483.0,Feb 25,25-02-2020
Australia,6366,+7,61.0,,3494.0,2811,79.0,250.0,2.0,362136.0,14201.0,Jan 24,24-01-2020
Denmark,6318,,285.0,,2235.0,3798,100.0,1091.0,49.0,72099.0,12448.0,Feb 26,26-02-2020
Czechia,6059,,143.0,,519.0,5397,100.0,566.0,13.0,128359.0,11986.0,Feb 29,29-02-2020
Pakistan,5707,+211,96.0,3.0,1097.0,4514,44.0,26.0,0.4,65144.0,295.0,Feb 25,25-02-2020
Mexico,5014,+353,332.0,36.0,1964.0,2718,207.0,39.0,3.0,37395.0,290.0,Feb 27,27-02-2020
Saudi Arabia,4934,,65.0,,805.0,4064,59.0,142.0,2.0,115585.0,3320.0,Mar 01,01-03-2020
Philippines,4932,,315.0,,242.0,4375,1.0,45.0,3.0,33814.0,309.0,Jan 29,29-01-2020
Malaysia,4817,,77.0,,2276.0,2464,66.0,149.0,2.0,81730.0,2525.0,Jan 24,24-01-2020
Indonesia,4557,,399.0,,380.0,3778,,17.0,1.0,27075.0,99.0,Mar 01,01-03-2020
UAE,4521,,25.0,,852.0,3644,1.0,457.0,3.0,648195.0,65538.0,Jan 28,28-01-2020
Serbia,4054,,85.0,,400.0,3569,138.0,464.0,10.0,20958.0,2399.0,Mar 05,05-03-2020
Panama,3472,,94.0,,61.0,3317,106.0,805.0,22.0,15567.0,3608.0,Mar 09,09-03-2020
Luxembourg,3292,,69.0,,500.0,2723,30.0,5259.0,110.0,29315.0,46831.0,Feb 28,28-02-2020
Qatar,3231,,7.0,,334.0,2890,37.0,1121.0,2.0,50828.0,17642.0,Feb 28,28-02-2020
Dominican Republic,3167,,177.0,,152.0,2838,147.0,292.0,16.0,9275.0,855.0,Feb 29,29-02-2020
Ukraine,3102,,93.0,,97.0,2912,45.0,71.0,2.0,32496.0,743.0,Mar 02,02-03-2020
Finland,3064,,59.0,,300.0,2705,74.0,553.0,11.0,46000.0,8302.0,Jan 28,28-01-2020
Belarus,2919,,29.0,,203.0,2687,55.0,309.0,3.0,68000.0,7196.0,Feb 27,27-02-2020
Singapore,2918,,9.0,,586.0,2323,29.0,499.0,2.0,72680.0,12423.0,Jan 22,22-01-2020
Colombia,2852,,112.0,,319.0,2421,92.0,56.0,2.0,41765.0,821.0,Mar 05,05-03-2020
Thailand,2579,,40.0,,1288.0,1251,61.0,37.0,0.6,100498.0,1440.0,Jan 12,12-01-2020
Argentina,2277,,98.0,,515.0,1664,83.0,50.0,2.0,19758.0,437.0,Mar 02,02-03-2020
South Africa,2272,,27.0,,410.0,1835,7.0,38.0,0.5,83663.0,1411.0,Mar 04,04-03-2020
Egypt,2190,,164.0,,589.0,1437,,21.0,2.0,25000.0,244.0,Feb 13,13-02-2020
Greece,2145,,99.0,,269.0,1777,73.0,206.0,9.0,43417.0,4165.0,Feb 25,25-02-2020
Algeria,1983,,313.0,,601.0,1069,60.0,45.0,7.0,3359.0,77.0,Feb 24,24-02-2020
Morocco,1763,,126.0,,203.0,1434,1.0,48.0,3.0,8952.0,243.0,Mar 01,01-03-2020
Moldova,1712,,35.0,,107.0,1570,80.0,424.0,9.0,6271.0,1555.0,Mar 06,06-03-2020
Iceland,1711,,8.0,,933.0,770,10.0,5014.0,23.0,35253.0,103308.0,Feb 27,27-02-2020
Croatia,1650,,25.0,,400.0,1225,34.0,402.0,6.0,17790.0,4333.0,Feb 24,24-02-2020
Hungary,1458,,109.0,,120.0,1229,58.0,151.0,11.0,34819.0,3604.0,Mar 03,03-03-2020
Iraq,1378,,78.0,,717.0,583,,34.0,2.0,37791.0,940.0,Feb 21,21-02-2020
New Zealand,1366,+17,9.0,4.0,628.0,729,4.0,283.0,2.0,64399.0,13355.0,Feb 27,27-02-2020
Bahrain,1361,,6.0,,591.0,764,4.0,800.0,4.0,67327.0,39567.0,Feb 23,23-02-2020
Estonia,1332,,28.0,,102.0,1202,9.0,1004.0,21.0,30764.0,23191.0,Feb 26,26-02-2020
Kuwait,1300,,2.0,,150.0,1148,26.0,304.0,0.5,,,Feb 23,23-02-2020
Slovenia,1212,,55.0,,152.0,1005,34.0,583.0,26.0,35405.0,17030.0,Mar 03,03-03-2020
Azerbaijan,1148,,12.0,,289.0,847,25.0,113.0,1.0,66677.0,6576.0,Feb 27,27-02-2020
Kazakhstan,1091,,12.0,,138.0,941,21.0,58.0,0.6,69304.0,3691.0,Mar 12,12-03-2020
Lithuania,1062,,24.0,,101.0,937,14.0,390.0,9.0,41503.0,15246.0,Feb 27,27-02-2020
Armenia,1039,,14.0,,211.0,814,30.0,351.0,5.0,7631.0,2575.0,Feb 29,29-02-2020
Bosnia and Herzegovina,1037,,39.0,,206.0,792,4.0,316.0,12.0,11612.0,3539.0,Mar 04,04-03-2020
Hong Kong,1010,,4.0,,397.0,609,13.0,135.0,0.5,96709.0,12900.0,Jan 22,22-01-2020
Uzbekistan,998,,4.0,,85.0,909,8.0,30.0,0.1,70000.0,2091.0,Mar 14,14-03-2020
North Macedonia,854,,38.0,,44.0,772,15.0,410.0,18.0,8552.0,4105.0,Feb 25,25-02-2020
Cameroon,848,,12.0,,98.0,738,,32.0,0.5,,,Mar 05,05-03-2020
Bangladesh,803,,39.0,,42.0,722,1.0,5.0,0.2,11223.0,68.0,Mar 07,07-03-2020
Slovakia,769,,2.0,,107.0,660,5.0,141.0,0.4,28750.0,5266.0,Mar 05,05-03-2020
Oman,727,,4.0,,124.0,599,3.0,142.0,0.8,,,Feb 23,23-02-2020
Tunisia,726,,34.0,,43.0,649,89.0,61.0,3.0,11825.0,1001.0,Mar 01,01-03-2020
Cuba,726,,21.0,,121.0,584,11.0,64.0,2.0,17133.0,1513.0,Mar 10,10-03-2020
Diamond Princess,712,,12.0,,639.0,61,7.0,,,,,Feb 04,04-02-2020
Bulgaria,685,,32.0,,71.0,582,36.0,99.0,5.0,18502.0,2663.0,Mar 06,06-03-2020
Afghanistan,665,,21.0,,32.0,612,,17.0,0.5,,,Feb 23,23-02-2020
Cyprus,662,,12.0,,65.0,585,8.0,548.0,10.0,17923.0,14845.0,Mar 08,08-03-2020
Latvia,655,,5.0,,16.0,634,2.0,347.0,3.0,28776.0,15256.0,Mar 01,01-03-2020
Andorra,646,,29.0,,128.0,489,17.0,8361.0,375.0,1673.0,21653.0,Mar 01,01-03-2020
Lebanon,632,,20.0,,80.0,532,34.0,93.0,3.0,15408.0,2257.0,Feb 20,20-02-2020
Ivory Coast,626,,6.0,,89.0,531,,24.0,0.2,,,Mar 10,10-03-2020
Costa Rica,612,,3.0,,62.0,547,14.0,120.0,0.6,6868.0,1348.0,Mar 04,04-03-2020
Ghana,566,,8.0,,4.0,554,2.0,18.0,0.3,37954.0,1221.0,Mar 11,11-03-2020
Niger,548,,13.0,,86.0,449,,23.0,0.5,4399.0,182.0,Mar 18,18-03-2020
Burkina Faso,515,,27.0,,161.0,327,,25.0,1.0,,,Mar 08,08-03-2020
Uruguay,483,,8.0,,248.0,227,15.0,139.0,2.0,9236.0,2659.0,Mar 12,12-03-2020
Albania,467,,23.0,,232.0,212,7.0,162.0,8.0,4070.0,1414.0,Mar 07,07-03-2020
Channel Islands,436,,9.0,,48.0,379,,2508.0,52.0,3320.0,19095.0,Mar 08,08-03-2020
Kyrgyzstan,419,,5.0,,67.0,347,5.0,64.0,0.8,9618.0,1474.0,Mar 17,17-03-2020
Honduras,397,,25.0,,7.0,365,10.0,40.0,3.0,1600.0,162.0,Mar 10,10-03-2020
Taiwan,393,,6.0,,114.0,273,,17.0,0.3,47215.0,1982.0,Jan 20,20-01-2020
Jordan,391,,7.0,,215.0,169,5.0,38.0,0.7,20500.0,2009.0,Mar 01,01-03-2020
Réunion,391,,,,40.0,351,3.0,437.0,,,,Mar 10,10-03-2020
Malta,384,,3.0,,44.0,337,4.0,870.0,7.0,18065.0,40913.0,Mar 06,06-03-2020
San Marino,371,,36.0,,53.0,282,15.0,10934.0,1061.0,846.0,24933.0,Feb 26,26-02-2020
Bolivia,354,+24,28.0,1.0,6.0,320,3.0,30.0,2.0,2185.0,187.0,Mar 09,09-03-2020
Nigeria,343,,10.0,,91.0,242,2.0,2.0,0.05,5000.0,24.0,Feb 27,27-02-2020
Mauritius,324,,9.0,,42.0,273,3.0,255.0,7.0,7077.0,5565.0,Mar 17,17-03-2020
Guinea,319,,,,17.0,302,,24.0,,,,Mar 12,12-03-2020
Palestine,308,,2.0,,58.0,248,,60.0,0.4,17329.0,3397.0,Mar 04,04-03-2020
Djibouti,298,,2.0,,41.0,255,,302.0,2.0,4949.0,5009.0,Mar 17,17-03-2020
Senegal,291,,2.0,,178.0,111,1.0,17.0,0.1,,,Mar 01,01-03-2020
Montenegro,274,,3.0,,5.0,266,7.0,436.0,5.0,2869.0,4568.0,Mar 16,16-03-2020
Georgia,272,,3.0,,68.0,201,6.0,68.0,0.8,3271.0,820.0,Feb 25,25-02-2020
Vietnam,265,,,,155.0,110,8.0,3.0,,121821.0,1252.0,Jan 22,22-01-2020
Isle of Man,242,,2.0,,131.0,109,13.0,2846.0,24.0,2030.0,23873.0,Mar 18,18-03-2020
DRC,235,,20.0,,17.0,198,,3.0,0.2,,,Mar 09,09-03-2020
Sri Lanka,218,+1,7.0,,56.0,155,1.0,10.0,0.3,4525.0,211.0,Jan 26,26-01-2020
Kenya,208,,9.0,,40.0,159,2.0,4.0,0.2,8123.0,151.0,Mar 12,12-03-2020
Mayotte,207,,3.0,,59.0,145,3.0,759.0,11.0,1400.0,5132.0,Mar 13,13-03-2020
Venezuela,189,,9.0,,110.0,70,6.0,7.0,0.3,203108.0,7143.0,Mar 12,12-03-2020
Faeroe Islands,184,,,,157.0,27,,3766.0,,5509.0,112744.0,Mar 03,03-03-2020
Guatemala,167,+11,5.0,,19.0,143,3.0,9.0,0.3,1134.0,63.0,Mar 12,12-03-2020
Paraguay,159,+12,7.0,1.0,22.0,130,1.0,22.0,1.0,3394.0,476.0,Mar 06,06-03-2020
Martinique,157,,6.0,,50.0,101,19.0,418.0,16.0,,,Mar 04,04-03-2020
Guadeloupe,145,,8.0,,67.0,70,13.0,362.0,20.0,,,Mar 12,12-03-2020
El Salvador,137,,6.0,,22.0,109,2.0,21.0,0.9,6729.0,1037.0,Mar 18,18-03-2020
Brunei,136,,1.0,,107.0,28,2.0,311.0,2.0,10167.0,23240.0,Mar 08,08-03-2020
Gibraltar,129,,,,93.0,36,1.0,3829.0,,1649.0,48945.0,Mar 02,02-03-2020
Rwanda,127,,,,42.0,85,,10.0,,1966.0,152.0,Mar 13,13-03-2020
